dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,wind_deg,main,description,visibility,snow.1h,wind_gust,rain.1h
03-01-2025 11:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-7.16,-14.16,1019,79,-9.85,75,7.0,230,Clouds,broken clouds,10000.0,,,
03-01-2025 12:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.59,-13.59,1019,79,-9.29,40,7.0,220,Clouds,scattered clouds,10000.0,,,
03-01-2025 13:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.65,-13.65,1018,79,-9.35,40,8.0,220,Clouds,scattered clouds,10000.0,,,
03-01-2025 14:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.8,-13.8,1018,81,-9.21,75,7.0,210,Snow,light shower snow,9000.0,,,
03-01-2025 15:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.29,-13.29,1017,84,-8.29,75,8.0,210,Snow,light shower snow,9000.0,,,
03-01-2025 16:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.35,-13.35,1016,86,-8.08,75,7.0,200,Snow,light shower snow,5000.0,,,
03-01-2025 17:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.26,-13.26,1014,91,-7.35,75,6.0,200,Snow,light shower snow,2300.0,0.2,,
03-01-2025 18:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-5.9,-12.29,1013,92,-6.87,75,5.0,190,Snow,shower snow,1400.0,0.39,,
03-01-2025 19:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-5.7,-12.7,1011,92,-6.67,75,7.0,190,Snow,shower snow,1600.0,0.51,,
03-01-2025 20:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-5.7,-12.7,1010,93,-6.54,75,8.0,210,Snow,shower snow,1700.0,0.49,,
03-01-2025 21:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-5.6,-12.6,1009,94,-6.32,75,9.0,210,Snow,shower snow,1500.0,0.47,,
03-01-2025 22:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-5.7,-12.7,1008,94,-6.42,75,9.0,210,Snow,shower snow,1900.0,0.37,,
03-01-2025 23:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-5.7,-12.7,1007,94,-6.42,75,7.0,220,Snow,shower snow,1500.0,0.27,,
04-01-2025 00:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-5.14,-11.97,1007,94,-5.86,75,6.0,220,Snow,shower snow,1900.0,0.22,,
04-01-2025 01:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-5.14,-12.14,1008,94,-5.86,75,7.0,230,Snow,light shower snow,5000.0,0.21,,
04-01-2025 02:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-4.03,-10.57,1009,95,-4.63,75,6.0,240,Snow,light shower snow,7000.0,0.16,,
04-01-2025 03:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-4.03,-10.57,1010,95,-4.63,75,6.0,250,Snow,light shower snow,10000.0,0.17,,
04-01-2025 04:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-3.46,-9.84,1011,94,-4.19,75,6.0,240,Snow,light shower snow,9000.0,0.19,,
04-01-2025 05:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-2.92,-8.57,1011,95,-3.53,75,5.0,250,Snow,light shower snow,9000.0,0.17,,
